City,Start_Lat,Start_Lon,End_Lat,End_Lon,Route_Length_km,Road_Type,Accident_Count,Incident_Severity,Weather_Risk,Crowd_Level,Risk_Score
Haridwar,29.978266,78.115195,29.90742,78.189669,10.656,Hilly,5,3,0.176,0.469,0.397
Haridwar,29.951895,78.134221,29.934723,78.149248,2.396,Hilly,3,0,0.238,1.0,0.421
Haridwar,29.94038,78.188535,29.960894,78.206745,2.878,Highway,6,4,0.574,0.275,0.527
Haridwar,29.88485,78.182015,29.970431,78.138409,10.403,Hilly,3,1,0.224,0.7,0.357
Haridwar,29.949406,78.174349,29.930663,78.100051,7.456,City,3,3,0.331,0.267,0.303
Haridwar,29.931852,78.191726,30.007302,78.075366,14.001,City,5,2,0.2,0.715,0.453
Haridwar,29.987282,78.164995,30.0001,78.21746,5.25,City,0,0,0.235,0.801,0.231
Haridwar,29.927382,78.142655,29.949289,78.199158,5.965,City,5,2,0.424,0.758,0.529
Haridwar,29.969696,78.189897,30.019326,78.242077,7.464,Rural,0,0,0.474,0.528,0.248
Haridwar,29.963207,78.195563,29.936323,78.171868,3.761,City,1,0,0.096,0.417,0.162
Haridwar,29.865056,78.219209,29.895823,78.178223,5.227,City,3,1,0.159,0.665,0.331
Haridwar,29.983775,78.175451,29.930127,78.10035,9.377,Highway,5,5,0.376,0.323,0.427
Haridwar,30.001381,78.12714,29.934475,78.198717,10.143,Highway,4,0,0.455,0.839,0.504
Haridwar,29.862466,78.072963,29.973281,78.165515,15.212,City,0,0,0.243,0.686,0.21
Haridwar,29.973801,78.165127,29.949617,78.163283,2.695,Hilly,4,1,0.281,0.334,0.351
Haridwar,29.969312,78.195196,29.950392,78.146682,5.125,Rural,0,0,0.138,0.238,0.089
Haridwar,29.939197,78.166839,29.989344,78.153197,5.729,Hilly,2,2,0.224,0.376,0.242
Haridwar,29.983382,78.205429,29.98538,78.226326,2.025,Hilly,7,2,0.159,0.565,0.511
Haridwar,30.011968,78.177919,30.008164,78.255773,7.508,Highway,3,2,0.612,0.699,0.473
Haridwar,29.947007,78.155214,29.939495,78.150437,0.954,Rural,2,1,0.13,0.463,0.232
Haridwar,29.949663,78.19979,29.883343,78.211745,7.464,City,2,1,0.18,0.383,0.231
Haridwar,29.901195,78.187588,29.94755,78.167275,5.514,Rural,3,1,0.203,0.22,0.255
Haridwar,29.981633,78.127038,29.99703,78.142547,2.272,Highway,4,3,0.53,0.943,0.548
Haridwar,29.957734,78.220551,29.993139,78.122109,10.267,City,5,0,0.226,1.0,0.518
Haridwar,29.884182,78.186157,29.953431,78.147474,8.555,City,1,0,0.327,0.408,0.23
Haridwar,29.939042,78.134904,29.956456,78.161248,3.192,Rural,3,2,0.07,0.58,0.287
Haridwar,30.022541,78.252935,29.959612,78.270335,7.195,City,6,6,0.035,0.731,0.457
Haridwar,29.969891,78.157574,29.992951,78.159637,2.572,City,4,4,0.079,0.317,0.287
Haridwar,29.907035,78.156298,30.005853,78.146129,11.032,City,3,1,0.153,0.912,0.378
Haridwar,29.944324,78.170188,29.927108,78.171416,1.918,Rural,5,3,0.419,0.258,0.427
Haridwar,29.873329,78.099801,30.002999,78.118357,14.529,Rural,0,0,0.253,0.341,0.144
Haridwar,29.955347,78.153065,29.939249,78.171073,2.493,City,1,1,0.382,0.679,0.3
Haridwar,29.939551,78.185125,29.959461,78.156872,3.509,Rural,5,4,0.143,0.524,0.398
Haridwar,29.911337,78.115755,30.009995,78.091667,11.213,City,3,1,0.351,0.564,0.368
Haridwar,29.916404,78.17168,29.938449,78.173805,2.46,Hilly,5,2,0.04,0.531,0.368
Haridwar,29.962446,78.156001,29.947699,78.18868,3.55,Highway,3,3,0.377,0.552,0.374
Haridwar,29.93501,78.129948,29.972415,78.071,7.039,Rural,1,0,0.671,0.759,0.403
Haridwar,29.890177,78.226056,29.951957,78.163627,9.132,City,1,0,0.419,0.157,0.207
Haridwar,29.977274,78.246133,29.927271,78.208285,6.649,City,1,0,0.096,0.498,0.178
Haridwar,29.960664,78.170092,29.93181,78.192774,3.882,Rural,5,1,0.261,0.384,0.405
Haridwar,29.983277,78.248461,29.96941,78.15738,8.907,Highway,4,3,0.357,0.263,0.36
Haridwar,30.000848,78.226913,29.883338,78.13752,15.65,Hilly,2,1,0.188,0.567,0.27
Haridwar,29.867716,78.15983,29.894048,78.167034,3.009,Hilly,2,1,0.227,0.602,0.289
Haridwar,30.007189,78.158804,29.950253,78.108092,7.996,Highway,0,0,0.481,0.353,0.215
Haridwar,29.864321,78.134671,29.958258,78.220305,13.313,Hilly,5,5,0.212,0.747,0.463
Haridwar,29.916345,78.127716,29.971541,78.19405,8.861,City,5,1,0.302,0.575,0.456
Haridwar,29.926948,78.142479,29.97361,78.172066,5.92,Rural,1,0,0.181,0.223,0.149
Haridwar,29.915179,78.198179,29.857509,78.231356,7.166,Rural,5,0,0.195,0.658,0.44
Haridwar,29.942639,78.153912,29.953477,78.167948,1.811,Rural,3,3,0.193,0.603,0.329
Haridwar,29.942536,78.174031,29.993089,78.181618,5.668,Hilly,4,1,0.171,0.461,0.344
Haridwar,29.936559,78.151646,29.854641,78.122599,9.53,Hilly,4,0,0.266,0.708,0.421
Haridwar,29.976803,78.214223,29.925426,78.196437,5.964,Hilly,4,3,0.228,0.877,0.444
Haridwar,29.9387,78.233738,29.975033,78.148347,9.165,Rural,1,0,0.266,0.519,0.234
Haridwar,30.041423,78.267268,29.918654,78.171506,16.475,City,2,1,0.248,0.709,0.316
Haridwar,29.924066,78.17568,29.905527,78.178283,2.077,Rural,4,2,0.337,0.481,0.397
Haridwar,29.928533,78.189217,29.964785,78.208767,4.449,Highway,2,0,0.091,0.687,0.265
Haridwar,29.939509,78.170326,29.900495,78.162898,4.397,Hilly,4,1,0.462,0.594,0.458
Haridwar,29.900382,78.176281,30.006488,78.225595,12.719,Hilly,1,0,0.276,0.324,0.198
Haridwar,29.930448,78.091045,29.991832,78.269899,18.533,Highway,3,0,0.123,0.871,0.361
Haridwar,30.010382,78.233051,29.937792,78.166208,10.325,Hilly,1,0,0.424,0.226,0.222
Haridwar,29.90339,78.084591,29.942698,78.130651,6.23,City,2,1,0.113,0.275,0.189
Haridwar,29.948729,78.172327,29.931872,78.160191,2.209,Hilly,2,2,0.205,0.454,0.252
Haridwar,29.95274,78.179376,29.947523,78.162194,1.754,Hilly,1,0,0.234,0.928,0.306
Haridwar,29.894681,78.137521,29.948957,78.175186,7.043,Hilly,5,5,0.218,0.663,0.448
Haridwar,29.95323,78.169769,29.895005,78.198426,7.039,Rural,1,0,0.47,0.529,0.297
Haridwar,29.956022,78.174671,29.863959,78.261666,13.233,Rural,2,1,0.301,0.466,0.283
Haridwar,29.855498,78.10496,29.936281,78.171663,11.047,City,4,0,0.115,0.535,0.341
Haridwar,30.002872,78.148923,29.993914,78.182985,3.428,City,1,0,0.277,0.551,0.243
Haridwar,29.958872,78.152965,29.90517,78.170799,6.214,Hilly,3,0,0.578,0.944,0.512
Haridwar,29.946516,78.166766,29.983323,78.18786,4.569,City,0,0,0.529,0.862,0.331
Haridwar,29.919035,78.131091,29.919244,78.170948,3.841,Highway,2,0,0.308,0.499,0.292
Haridwar,29.93995,78.167971,29.888506,78.142739,6.216,Rural,5,4,0.513,0.481,0.5
Haridwar,29.893217,78.22631,29.938414,78.142804,9.488,Hilly,1,1,0.671,0.577,0.367
Haridwar,29.952466,78.173549,29.970349,78.114187,6.054,Hilly,5,4,0.243,0.729,0.469
Haridwar,29.950884,78.176464,29.924584,78.175899,2.925,Highway,2,0,0.318,0.309,0.257
Haridwar,29.958565,78.193463,29.96004,78.178617,1.44,Rural,5,4,0.624,0.849,0.607
Haridwar,29.94494,78.164617,29.953019,78.095775,6.693,Rural,3,2,0.334,0.37,0.324
Haridwar,29.957615,78.182918,29.958236,78.222532,3.817,Rural,3,1,0.599,0.635,0.457
Haridwar,30.008816,78.26173,30.025306,78.118543,13.908,Highway,5,4,0.303,0.544,0.45
Haridwar,29.914227,78.162141,29.900267,78.208411,4.722,Hilly,6,5,0.179,0.212,0.396
Haridwar,29.935222,78.228007,29.95652,78.158244,7.127,City,6,0,0.568,0.317,0.534
Haridwar,29.973641,78.091028,29.974968,78.180578,8.627,Hilly,1,1,0.351,0.743,0.304
Haridwar,29.986424,78.113723,29.929552,78.123914,6.4,Rural,2,0,0.06,0.269,0.172
Haridwar,30.000602,78.146026,29.898621,78.164567,11.48,Highway,6,2,0.419,0.519,0.529
Haridwar,30.001166,78.197197,29.953749,78.154993,6.658,Hilly,2,1,0.126,0.775,0.293
Haridwar,30.026272,78.217713,29.934401,78.174194,11.042,Highway,2,0,0.314,0.436,0.281
Haridwar,29.938904,78.144027,29.933825,78.133538,1.158,Hilly,0,0,0.079,0.897,0.203
Haridwar,29.952378,78.239514,30.00526,78.157018,9.885,Hilly,2,2,0.505,0.429,0.337
Haridwar,30.009293,78.171735,29.951084,78.213512,7.621,City,3,2,0.253,0.554,0.337
Haridwar,29.950242,78.174452,29.878297,78.197234,8.296,Hilly,9,1,0.224,0.923,0.702
Haridwar,29.952621,78.221503,29.893552,78.126057,11.303,Hilly,0,0,0.156,0.479,0.143
Haridwar,29.947064,78.168369,29.934646,78.156567,1.789,Hilly,5,1,0.162,0.583,0.415
Haridwar,29.951761,78.159643,29.931851,78.194358,4.011,City,0,0,0.382,0.579,0.23
Haridwar,29.999981,78.242547,29.941267,78.176829,9.094,Highway,7,2,0.088,0.336,0.444
Haridwar,29.934853,78.192368,29.933044,78.241755,4.763,City,2,2,0.214,0.264,0.217
Haridwar,29.999473,78.168741,29.932233,78.103007,9.798,Highway,0,0,0.759,0.466,0.321
Haridwar,29.950694,78.190856,29.975983,78.104681,8.765,City,3,1,0.137,0.329,0.257
Haridwar,29.95338,78.152802,29.870153,78.174639,9.491,Rural,0,0,0.223,0.266,0.12
Haridwar,30.02092,78.076846,29.934947,78.13009,10.849,City,0,0,0.303,0.451,0.181
Haridwar,29.978775,78.241219,29.964208,78.220007,2.607,City,5,0,0.063,0.36,0.341
Haridwar,29.956166,78.137782,29.923632,78.162694,4.342,Highway,2,1,0.067,0.475,0.215
Haridwar,29.898328,78.208507,29.903889,78.181064,2.717,City,0,0,0.098,0.731,0.176
Haridwar,29.976003,78.19378,29.917361,78.139663,8.349,Hilly,8,0,0.173,0.354,0.523
Haridwar,29.985078,78.217609,29.906653,78.180855,9.412,City,0,0,0.126,0.671,0.172
Haridwar,29.904304,78.217752,29.877689,78.252365,4.46,Hilly,1,0,0.158,0.279,0.153
Haridwar,29.92989,78.19599,29.972889,78.183697,4.926,Rural,5,3,0.124,0.693,0.426
Haridwar,29.949337,78.167808,29.947871,78.177809,0.977,Hilly,3,2,0.439,0.71,0.424
Haridwar,29.95448,78.21687,29.932808,78.100275,11.49,Rural,4,3,0.107,0.552,0.342
Haridwar,29.885494,78.165931,29.945223,78.161706,6.654,Highway,3,3,0.422,0.755,0.428
Haridwar,29.914527,78.149482,30.025374,78.258023,16.163,Rural,0,0,0.274,0.944,0.271
Haridwar,29.931291,78.17803,29.886572,78.110194,8.214,City,4,2,0.07,0.439,0.309
Haridwar,29.918285,78.167221,29.961598,78.112894,7.113,Hilly,0,0,0.331,0.523,0.204
Haridwar,29.986539,78.092672,29.952996,78.162219,7.668,Hilly,0,0,0.62,0.486,0.283
Haridwar,29.970122,78.180826,29.888464,78.061858,14.625,City,6,3,0.036,0.613,0.434
Haridwar,29.972705,78.098203,29.953547,78.189391,9.039,Highway,5,5,0.583,0.631,0.551
Haridwar,29.953085,78.159267,30.013933,78.249502,11.014,Highway,5,4,0.237,0.315,0.384
Haridwar,29.942621,78.17921,29.928053,78.266183,8.536,Hilly,1,0,0.125,0.413,0.17
Haridwar,29.946419,78.182521,29.888626,78.20341,6.734,City,3,1,0.559,0.294,0.376
Haridwar,29.941288,78.16634,30.015875,78.090478,11.053,Hilly,0,0,0.459,0.935,0.325
Haridwar,29.906381,78.093629,29.943461,78.157313,7.394,City,0,0,0.048,0.526,0.12
Haridwar,29.9488,78.162521,29.955608,78.221338,5.717,Highway,1,0,0.127,0.546,0.197
Haridwar,30.000898,78.078694,29.990034,78.066736,1.669,City,3,3,0.21,0.778,0.369
Rishikesh,30.126486,78.255149,30.133373,78.231253,2.422,Rural,2,2,0.373,0.315,0.275
Rishikesh,30.170768,78.26836,30.146044,78.240988,3.806,Highway,1,0,0.111,0.481,0.18
Rishikesh,30.066112,78.245494,30.058465,78.232142,1.541,Highway,2,0,0.307,0.647,0.322
Rishikesh,30.09746,78.286914,30.104794,78.247148,3.911,Rural,0,0,0.407,0.81,0.284
Rishikesh,30.075761,78.24769,30.074349,78.265124,1.685,Hilly,0,0,0.539,0.733,0.308
Rishikesh,30.176553,78.301947,30.049869,78.291408,14.123,City,4,2,0.419,0.458,0.417
Rishikesh,30.129078,78.288636,30.044146,78.239395,10.566,Hilly,2,0,0.107,0.465,0.225
Rishikesh,30.102833,78.32709,30.188616,78.228488,13.449,Highway,1,0,0.263,0.671,0.263
Rishikesh,30.101406,78.286349,30.072009,78.255557,4.412,City,4,3,0.056,0.308,0.278
Rishikesh,30.159953,78.297606,30.059246,78.279876,11.327,City,0,0,0.332,0.89,0.278
Rishikesh,30.024841,78.178222,30.04753,78.204456,3.57,City,3,0,0.297,0.259,0.291
Rishikesh,30.093852,78.348608,30.056266,78.219591,13.099,Rural,5,3,0.365,0.446,0.449
Rishikesh,30.076511,78.35539,30.009142,78.287963,9.912,City,0,0,0.277,0.335,0.15
Rishikesh,30.089095,78.254392,30.043447,78.248484,5.108,Hilly,1,0,0.126,0.754,0.239
Rishikesh,30.122972,78.29662,30.136709,78.298891,1.543,City,1,0,0.255,0.742,0.275
Rishikesh,30.082324,78.304099,30.088955,78.248285,5.421,Hilly,0,0,0.084,0.524,0.13
Rishikesh,30.088645,78.286985,30.146499,78.216822,9.323,Hilly,3,3,0.221,0.244,0.265
Rishikesh,30.097191,78.242383,30.071775,78.266601,3.663,City,1,0,0.302,0.599,0.26
Rishikesh,30.059021,78.243032,30.017583,78.191285,6.785,Highway,2,1,0.123,0.558,0.249
Rishikesh,30.058664,78.329073,30.107826,78.264425,8.281,Rural,2,1,0.375,0.308,0.274
Rishikesh,30.081892,78.244339,30.13686,78.213019,6.814,Highway,1,0,0.151,0.949,0.285
Rishikesh,30.034375,78.189622,30.087024,78.249984,8.247,Rural,0,0,0.208,0.761,0.214
Rishikesh,30.074197,78.248492,30.070258,78.291348,4.147,City,1,0,0.232,0.882,0.296
Rishikesh,30.072439,78.249159,30.013133,78.222027,7.093,Hilly,4,4,0.14,0.753,0.393
Rishikesh,30.152468,78.27323,30.143182,78.327837,5.351,Highway,0,0,0.152,0.482,0.142
Rishikesh,30.182653,78.384913,30.079508,78.239472,18.088,Rural,0,0,0.379,0.874,0.288
Rishikesh,30.07531,78.249689,30.066005,78.261462,1.534,Hilly,1,1,0.37,0.457,0.252
Rishikesh,30.151275,78.24438,30.078423,78.265492,8.351,Hilly,0,0,0.497,0.491,0.247
Rishikesh,30.142836,78.334002,30.048213,78.172368,18.775,Rural,0,0,0.365,0.469,0.203
Rishikesh,30.106672,78.318817,30.078758,78.302979,3.458,City,4,1,0.174,0.694,0.391
Rishikesh,30.015655,78.279941,30.103558,78.248086,10.244,Rural,4,1,0.03,0.312,0.271
Rishikesh,30.080172,78.294196,30.11598,78.261913,5.05,Hilly,1,0,0.151,0.234,0.142
Rishikesh,30.087569,78.275497,30.148249,78.206197,9.484,Hilly,0,0,0.38,0.855,0.285
Rishikesh,30.164429,78.177028,30.060151,78.302379,16.728,Rural,2,1,0.084,0.834,0.292
Rishikesh,30.104676,78.280515,30.102573,78.208925,6.891,Hilly,5,1,0.131,0.482,0.386
Rishikesh,30.144549,78.320776,30.105788,78.314056,4.358,City,1,0,0.184,0.357,0.177
Rishikesh,30.088137,78.274547,30.084404,78.267043,0.833,Hilly,0,0,0.603,0.67,0.315
Rishikesh,30.046509,78.315912,30.049352,78.266669,4.75,Hilly,0,0,0.11,0.87,0.207
Rishikesh,30.108513,78.23896,30.139523,78.262914,4.147,Rural,0,0,0.093,0.442,0.116
Rishikesh,30.163637,78.283965,30.113333,78.301912,5.854,City,4,3,0.203,0.256,0.312
Rishikesh,30.091515,78.26874,30.100095,78.266917,0.97,Hilly,2,0,0.176,0.802,0.313
Rishikesh,30.077582,78.219307,30.115351,78.213304,4.239,Hilly,2,1,0.544,0.973,0.458
Rishikesh,30.119426,78.236594,30.109571,78.216718,2.204,City,0,0,0.515,0.28,0.211
Rishikesh,30.058877,78.265253,30.080323,78.26244,2.4,Hilly,0,0,0.581,0.729,0.32
Rishikesh,30.133012,78.25609,30.105081,78.254186,3.111,Highway,0,0,0.161,0.259,0.1
Rishikesh,30.159191,78.273862,30.091915,78.248464,7.87,City,1,0,0.334,0.689,0.288
Rishikesh,30.122538,78.335954,30.040981,78.205028,15.522,Rural,2,1,0.056,0.459,0.208
Rishikesh,30.007624,78.253065,30.073411,78.239095,7.438,City,2,1,0.405,0.448,0.311
Rishikesh,30.095744,78.254263,30.072402,78.290286,4.33,Hilly,1,0,0.401,0.281,0.226
Rishikesh,30.098354,78.273961,30.035411,78.239728,7.736,Rural,2,1,0.148,0.307,0.206
Rishikesh,30.095914,78.243074,30.127471,78.258052,3.793,Rural,0,0,0.113,0.816,0.197
Rishikesh,30.128164,78.277526,30.043824,78.30736,9.808,Hilly,2,0,0.155,0.36,0.218
Rishikesh,30.082178,78.265063,30.08373,78.337014,6.925,Highway,4,2,0.295,0.618,0.412
Rishikesh,30.082292,78.279878,30.049781,78.285791,3.66,City,1,1,0.466,0.497,0.289
Rishikesh,30.092161,78.271249,30.021954,78.317274,8.976,Rural,1,1,0.115,0.568,0.198
Rishikesh,30.077965,78.312924,30.108895,78.370775,6.543,Hilly,2,1,0.226,0.711,0.31
Rishikesh,30.047561,78.196863,30.02448,78.303572,10.588,Hilly,4,3,0.225,0.374,0.342
Rishikesh,30.117947,78.304557,30.094039,78.28143,3.467,Rural,4,0,0.218,0.373,0.34
Rishikesh,30.121568,78.251534,30.005302,78.20959,13.544,Hilly,2,0,0.563,0.302,0.329
Rishikesh,30.10887,78.273953,30.063495,78.240413,5.989,Highway,0,0,0.328,0.499,0.198
Rishikesh,30.076003,78.259979,29.987622,78.351057,13.17,Rural,3,0,0.401,0.293,0.329
Rishikesh,30.092111,78.287468,30.027692,78.169758,13.403,Highway,3,2,0.176,0.775,0.358
Rishikesh,30.115872,78.228807,30.126768,78.353919,12.094,Highway,1,0,0.431,0.716,0.323
Rishikesh,30.136559,78.335035,30.082982,78.268944,8.713,Rural,5,3,0.435,0.808,0.542
Rishikesh,30.069187,78.313682,30.068784,78.268209,4.376,Highway,1,0,0.292,0.42,0.222
Rishikesh,29.990951,78.315267,30.098133,78.343169,12.217,Hilly,0,0,0.787,0.734,0.383
Rishikesh,30.095576,78.291623,30.010387,78.177505,14.504,City,3,3,0.259,0.277,0.283
Rishikesh,30.129884,78.311927,30.004802,78.275133,14.352,City,5,1,0.191,0.548,0.417
Rishikesh,30.079509,78.276817,30.069792,78.268809,1.327,Hilly,0,0,0.344,0.637,0.231
Rishikesh,30.066666,78.298873,30.119916,78.223594,9.355,Rural,3,0,0.242,0.409,0.304
Rishikesh,30.054891,78.304195,30.142584,78.200124,13.976,Rural,2,1,0.468,0.717,0.384
Rishikesh,30.154829,78.188523,30.071619,78.241793,10.576,Highway,3,1,0.279,0.336,0.301
Rishikesh,30.130402,78.296875,30.102572,78.243957,5.957,Rural,2,1,0.542,0.547,0.372
Rishikesh,30.147941,78.238596,30.09209,78.258719,6.505,City,1,0,0.4,0.267,0.223
Rishikesh,30.124486,78.27032,30.165891,78.294963,5.178,Hilly,1,0,0.595,0.454,0.319
Rishikesh,30.067047,78.250484,30.05263,78.248009,1.621,City,5,5,0.271,0.994,0.53
Rishikesh,30.097681,78.321894,30.100828,78.233535,8.507,Highway,3,0,0.235,0.431,0.307
Rishikesh,30.137387,78.276833,30.081041,78.291888,6.431,Rural,4,2,0.02,0.521,0.31
Rishikesh,30.082789,78.285566,30.101345,78.283631,2.072,Hilly,3,3,0.206,0.248,0.261
Rishikesh,30.144866,78.215767,30.070301,78.318826,12.924,Highway,2,2,0.171,0.504,0.252
Rishikesh,30.096017,78.286322,30.071018,78.274876,2.99,Hilly,3,2,0.334,0.951,0.44
Rishikesh,29.988688,78.374594,30.073908,78.287379,12.661,Hilly,3,1,0.285,0.182,0.272
Rishikesh,30.107583,78.261107,30.077321,78.262773,3.369,Rural,1,0,0.511,0.564,0.316
Rishikesh,30.074359,78.317621,30.075677,78.23064,8.371,Hilly,1,0,0.146,0.783,0.25
Rishikesh,30.016917,78.25843,30.058891,78.299806,6.136,Hilly,3,2,0.298,0.522,0.344
Rishikesh,30.101073,78.245262,30.09724,78.2748,2.873,City,2,1,0.241,0.94,0.36
Rishikesh,30.05478,78.243585,30.128006,78.207039,8.869,City,0,0,0.359,0.272,0.162
Rishikesh,30.176262,78.19629,30.085013,78.262148,11.961,Hilly,3,0,0.372,0.46,0.354
Rishikesh,30.100934,78.198841,30.018089,78.264561,11.174,Rural,1,0,0.174,0.589,0.22
Rishikesh,29.996616,78.201425,30.120531,78.313451,17.496,City,0,0,0.145,0.34,0.112
Rishikesh,30.177859,78.253026,30.087247,78.264552,10.136,City,1,1,0.123,0.833,0.254
Rishikesh,30.091102,78.244329,30.10573,78.327472,8.162,Highway,1,1,0.217,0.628,0.241
Rishikesh,30.078019,78.264011,30.080898,78.237654,2.556,City,2,1,0.443,0.974,0.428
Rishikesh,30.110043,78.242361,30.100647,78.240211,1.065,Highway,1,1,0.141,0.172,0.127
Rishikesh,29.999817,78.322278,30.102137,78.317234,11.388,City,2,0,0.363,0.342,0.277
Rishikesh,30.101195,78.272708,30.091284,78.255919,1.955,Highway,1,0,0.314,0.575,0.259
Rishikesh,30.049014,78.301989,30.08166,78.25472,5.82,Hilly,0,0,0.237,0.332,0.137
Rishikesh,30.080137,78.238643,30.110608,78.273969,4.799,Highway,2,1,0.184,0.783,0.312
Rishikesh,30.046687,78.29336,30.183006,78.250751,15.702,City,3,0,0.217,0.388,0.293
Rishikesh,30.083939,78.255476,30.100218,78.308407,5.405,City,2,0,0.306,0.478,0.287
Rishikesh,30.086246,78.319339,30.074093,78.226359,9.048,City,2,2,0.118,0.394,0.214
Rishikesh,30.096291,78.275039,30.119996,78.189316,8.657,Hilly,0,0,0.307,0.748,0.242
Rishikesh,30.136055,78.221293,30.069847,78.306288,11.002,Rural,2,2,0.374,0.57,0.326
Rishikesh,30.104359,78.253045,30.140826,78.301444,6.173,Rural,0,0,0.113,0.437,0.121
Rishikesh,30.104331,78.326504,30.041928,78.207226,13.412,Rural,1,0,0.096,0.874,0.253
Rishikesh,30.089133,78.221548,30.109278,78.213312,2.376,Rural,3,3,0.474,0.435,0.379
Rishikesh,30.132409,78.31829,30.095093,78.251683,7.633,City,3,2,0.295,0.355,0.31
Rishikesh,30.115686,78.207569,30.01419,78.310386,15.009,City,4,0,0.102,0.876,0.406
Rishikesh,30.013014,78.185344,30.127134,78.310003,17.462,City,3,1,0.047,0.243,0.213
Rishikesh,30.127449,78.220046,30.088395,78.285418,7.642,Rural,0,0,0.407,0.654,0.253
Rishikesh,30.073134,78.321986,30.059684,78.28628,3.748,City,3,1,0.251,0.628,0.351
Rishikesh,30.125475,78.27321,30.113902,78.253296,2.307,City,0,0,0.024,0.766,0.16
Rishikesh,30.106267,78.265888,30.114638,78.197282,6.665,Rural,0,0,0.15,0.359,0.117
Rishikesh,30.092026,78.275414,30.090014,78.277449,0.297,Rural,1,0,0.31,0.434,0.23
Rishikesh,30.009867,78.209079,30.118059,78.237294,12.333,Rural,0,0,0.144,0.724,0.188
Rishikesh,30.151121,78.379123,30.148499,78.331082,4.628,Hilly,0,0,0.407,0.302,0.182
Rishikesh,30.092503,78.259996,30.16363,78.214302,9.048,Rural,2,0,0.364,0.457,0.301
Rishikesh,30.071008,78.255807,30.063374,78.253545,0.876,Highway,3,2,0.235,0.68,0.357
Rishikesh,30.073086,78.274446,30.139312,78.226864,8.671,Hilly,1,0,0.145,0.249,0.143
Rishikesh,30.094237,78.260972,30.118543,78.263664,2.715,City,1,0,0.285,0.629,0.261
Rishikesh,30.069178,78.3016,30.045144,78.25397,5.306,City,4,3,0.08,0.674,0.359
Rishikesh,30.109342,78.246782,30.089262,78.275669,3.565,Hilly,3,0,0.186,1.0,0.406
Rishikesh,30.077405,78.260482,30.168941,78.171093,13.323,Highway,0,0,0.241,0.342,0.141
Rishikesh,30.116885,78.26662,30.060862,78.2881,6.563,Rural,2,2,0.145,0.936,0.331
Rishikesh,30.031626,78.236137,30.057204,78.304394,7.159,Hilly,3,0,0.303,0.247,0.291
Rishikesh,30.158145,78.311064,30.060853,78.317531,10.836,Highway,0,0,0.594,0.342,0.247
Rishikesh,30.040059,78.26318,30.126583,78.168484,13.251,Hilly,2,2,0.363,0.481,0.305
Rishikesh,30.097907,78.269286,30.112184,78.243258,2.965,Rural,1,1,0.366,0.722,0.304
Rishikesh,30.059864,78.261668,30.092558,78.265982,3.659,Hilly,0,0,0.058,0.389,0.095
Rishikesh,30.093157,78.283035,30.073779,78.258882,3.169,Hilly,0,0,0.164,0.431,0.136
Rishikesh,30.076534,78.276347,30.137566,78.220679,8.645,City,5,1,0.42,0.339,0.444
Rishikesh,30.087207,78.269173,30.172897,78.192217,12.065,Hilly,2,1,0.305,0.712,0.334
Rishikesh,30.120642,78.299951,30.106296,78.246322,5.399,Rural,0,0,0.084,0.663,0.158
Rishikesh,30.090072,78.312489,30.061212,78.236202,8.012,Hilly,1,0,0.695,0.705,0.4
Rishikesh,30.047019,78.381717,30.073568,78.289913,9.315,Hilly,3,2,0.227,0.413,0.301
Rishikesh,30.07403,78.190727,30.074251,78.25561,6.243,Hilly,2,1,0.44,0.569,0.346
Rishikesh,30.123283,78.34131,30.105499,78.247833,9.206,City,0,0,0.103,0.354,0.102
Rishikesh,30.117672,78.23298,30.060877,78.231805,6.316,City,1,0,0.43,0.444,0.268
Rishikesh,30.145711,78.200788,30.086041,78.258413,8.645,Highway,3,2,0.328,0.849,0.418
Rishikesh,30.072241,78.232884,30.09353,78.255948,3.245,Rural,2,1,0.302,0.544,0.299
Rishikesh,30.104903,78.311042,30.06158,78.235307,8.735,City,0,0,0.737,0.843,0.39
Rishikesh,30.090667,78.261768,30.076498,78.223478,4.007,City,3,2,0.296,0.466,0.332
Rishikesh,30.05309,78.225981,30.184093,78.297479,16.109,Rural,0,0,0.24,0.658,0.204
Rishikesh,30.086971,78.26531,30.059346,78.243817,3.703,Highway,3,0,0.604,0.558,0.443
Rishikesh,30.075163,78.217679,30.063281,78.240424,2.557,Hilly,1,0,0.122,0.31,0.149
Rishikesh,30.032226,78.289026,30.06924,78.280765,4.192,Hilly,1,1,0.316,0.791,0.303
Rishikesh,30.122901,78.212864,30.14573,78.373478,15.653,Highway,2,2,0.267,0.397,0.26
Rishikesh,30.040373,78.298553,30.064956,78.375148,7.862,Highway,2,0,0.12,0.47,0.23
Rishikesh,30.11878,78.243214,30.081865,78.17895,7.421,City,3,3,0.439,0.738,0.429
Rishikesh,30.161138,78.303437,30.122145,78.194798,11.311,Highway,3,0,0.249,0.709,0.367
Rishikesh,30.083225,78.24879,30.112276,78.199694,5.722,City,3,3,0.372,0.271,0.316
Rishikesh,30.06848,78.276172,30.091526,78.28962,2.871,Highway,1,0,0.105,0.722,0.226
Rishikesh,30.06362,78.262423,30.123632,78.314302,8.333,Hilly,4,3,0.247,0.469,0.368
Rishikesh,30.109615,78.235485,30.175854,78.192773,8.433,Highway,2,1,0.051,0.696,0.254
